condition,expression
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.104064
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3094578
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7516617
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9098514
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.2914119
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.682451
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.1466005
ctrl,0.0
ctrl,1.5365024
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7777317
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9708331
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.5682788
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.5550377
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3467606
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7913429
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.4041826
ctrl,1.5128881
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,3.6904407
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.4139961
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.8001418
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.0974543
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4839904
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.559231
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.295818
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.8079755
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,3.448617
ctrl,1.5008577
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5156541
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.2803018
ctrl,0.0
ctrl,0.0
ctrl,2.5900514
ctrl,0.0
ctrl,2.4065766
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4895487
ctrl,0.0
ctrl,0.0
ctrl,3.5221963
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.6453948
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.8732845
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9314787
ctrl,0.0
ctrl,0.0
ctrl,1.6139331
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7884339
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.5664275
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9571365
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.2864349
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3752224
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7411096
ctrl,2.4284475
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6158688
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.3091817
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.634211
ctrl,0.0
ctrl,0.0
ctrl,1.4508889
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.42421
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.8902669
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.373705
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7679937
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5687902
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.4387525
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6266168
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3956671
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3285235
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5955048
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7469524
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.5380533
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.4069704
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6129673
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.695685
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7980369
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9150145
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6985983
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
